Start Year,Region,Total Deaths,No Affected,Total Damages ('000 US$),Insured Damages ('000 US$)
1996,Western Africa,51.0,351901.0,0.0,0.0
1996,Western Asia,345.0,129000.0,1210000.0,0.0
1996,Western Europe,4.0,1380.0,11000.0,0.0
1997,Australia and New Zealand,0.0,600.0,0.0,0.0
1997,Caribbean,0.0,35000.0,0.0,0.0
1997,Eastern Africa,2946.0,2926153.0,14500.0,0.0
1997,Eastern Asia,1195.0,7300000.0,2509550.0,0.0
1997,Eastern Europe,115.0,253073.0,5771100.0,760000.0
1997,Middle Africa,0.0,26000.0,0.0,0.0
1997,Northern Africa,76.0,100000.0,1000.0,0.0
1997,Northern America,76.0,219950.0,7465000.0,452500.0
1997,Northern Europe,1.0,0.0,248400.0,0.0
1997,South America,418.0,405207.0,528087.0,0.0
1997,South-Eastern Asia,100.0,208650.0,76.0,0.0
1997,Southern Africa,0.0,300.0,0.0,0.0
1997,Southern Asia,2700.0,31921728.0,479220.0,6200.0
1997,Southern Europe,14.0,8400.0,160000.0,0.0
1997,Western Africa,0.0,51000.0,0.0,0.0
1997,Western Asia,41.0,82500.0,103500.0,2500.0
1997,Western Europe,3.0,5200.0,603500.0,69200.0
1998,Australia and New Zealand,20.0,15375.0,459000.0,85800.0
1998,Central America,432.0,30000.0,602700.0,0.0
1998,Central Asia,52.0,40935.0,68400.0,0.0
1998,Eastern Africa,141.0,1352600.0,20789.0,0.0
1998,Eastern Asia,4722.0,225275600.0,33242524.0,301200.0
1998,Eastern Europe,132.0,178150.0,264759.0,21000.0
1998,Middle Africa,0.0,20000.0,59.0,0.0
1998,Northern Africa,103.0,900000.0,40000.0,0.0
1998,Northern America,34.0,35100.0,1062000.0,713500.0
1998,Northern Europe,5.0,300.0,500000.0,249500.0
1998,South America,88.0,406300.0,1111000.0,0.0
1998,South-Eastern Asia,49.0,133530.0,13700.0,0.0
1998,Southern Asia,4681.0,45202261.0,5004100.0,0.0
1998,Southern Europe,3.0,900.0,0.0,0.0
1998,Western Africa,28.0,737189.0,0.0,0.0
1998,Western Asia,162.0,1205240.0,1000120.0,0.0
1998,Western Europe,1.0,2140.0,540000.0,3000.0
1999,Australia and New Zealand,0.0,350.0,0.0,0.0
1999,Caribbean,13.0,0.0,0.0,0.0
1999,Central America,728.0,1145805.0,456800.0,55000.0
1999,Central Asia,27.0,6366.0,6154.0,0.0
1999,Eastern Africa,71.0,94255.0,15100.0,0.0
1999,Eastern Asia,1351.0,105015544.0,9695400.0,1000.0
1999,Eastern Europe,46.0,178026.0,475080.0,11000.0
1999,Melanesia,2.0,0.0,43228.0,0.0
1999,Middle Africa,28.0,253506.0,0.0,0.0
1999,Northern Africa,50.0,235841.0,0.0,0.0
1999,Northern America,0.0,100.0,300.0,0.0
1999,Northern Europe,0.0,330.0,32680.0,0.0
1999,South America,30127.0,758547.0,3160003.0,400000.0
1999,South-Eastern Asia,1017.0,8675536.0,347267.0,0.0
1999,Southern Africa,27.0,2300.0,19600.0,0.0
1999,Southern Asia,1041.0,28135000.0,47400.0,0.0
1999,Southern Europe,11.0,60639.0,0.0,0.0
1999,Western Africa,219.0,528779.0,21215.0,0.0
1999,Western Asia,0.0,12250.0,0.0,0.0
1999,Western Europe,49.0,103900.0,1292000.0,707000.0
2000,Australia and New Zealand,0.0,600.0,266000.0,0.0
2000,Caribbean,18.0,675.0,0.0,0.0
2000,Central America,178.0,10600.0,1300.0,0.0
2000,Central Asia,0.0,2500.0,1500.0,0.0
2000,Eastern Africa,975.0,4915500.0,493100.0,1500.0
2000,Eastern Asia,460.0,1069500.0,7805366.0,990000.0
2000,Eastern Europe,13.0,141501.0,279395.0,55000.0
2000,Melanesia,4.0,0.0,0.0,0.0
2000,Middle Africa,49.0,70500.0,10000.0,0.0
2000,Northern Africa,50.0,1050.0,0.0,0.0
2000,Northern America,8.0,1646.0,286000.0,0.0
2000,Northern Europe,0.0,2040.0,5918150.0,75000.0
2000,South America,291.0,297266.0,330000.0,0.0
2000,South-Eastern Asia,1296.0,12890476.0,653136.0,0.0
2000,Southern Africa,96.0,386776.0,165050.0,50000.0
2000,Southern Asia,2488.0,53251573.0,1422800.0,0.0
2000,Southern Europe,71.0,60200.0,8125000.0,300000.0
2000,Western Africa,21.0,4656.0,6705.0,0.0
2000,Western Asia,2.0,1000.0,40000.0,0.0
2000,Western Europe,5.0,2300.0,0.0,0.0
2001,Australia and New Zealand,4.0,3970.0,225000.0,0.0
2001,Caribbean,28.0,14370.0,146000.0,0.0
2001,Central America,21.0,2437.0,0.0,0.0
2001,Central Asia,0.0,5858.0,0.0,0.0
2001,Eastern Africa,183.0,1955476.0,46338.0,0.0
2001,Eastern Asia,597.0,2561638.0,796400.0,0.0
2001,Eastern Europe,81.0,715105.0,1152000.0,35500.0
2001,Middle Africa,237.0,228691.0,1000.0,0.0
2001,Northern Africa,939.0,142300.0,304200.0,0.0
2001,Northern America,12.0,19300.0,33000.0,0.0
2001,Northern Europe,0.0,1740.0,0.0,0.0
2001,Polynesia,0.0,0.0,1500.0,0.0
2001,South America,204.0,709345.0,924900.0,0.0
2001,South-Eastern Asia,1125.0,4403145.0,150200.0,0.0
2001,Southern Africa,5.0,42656.0,0.0,0.0
2001,Southern Asia,1276.0,22915250.0,711724.0,0.0
2001,Southern Europe,26.0,11550.0,100000.0,0.0
2001,Western Africa,228.0,466815.0,3000.0,0.0
2001,Western Asia,45.0,2520.0,25000.0,0.0
2001,Western Europe,3.0,16881.0,132350.0,0.0
2002,Australia and New Zealand,0.0,300.0,500.0,0.0
2002,Caribbean,43.0,100085.0,21500.0,0.0
2002,Central America,64.0,238927.0,101550.0,0.0
2002,Central Asia,32.0,1248.0,2836.0,0.0
2002,Eastern Africa,211.0,605300.0,0.0,0.0
2002,Eastern Asia,1267.0,113260170.0,5073800.0,0.0
2002,Eastern Europe,229.0,588643.0,2982092.0,1200000.0
2002,Melanesia,0.0,3000.0,0.0,0.0
2002,Middle Africa,48.0,7500.0,0.0,0.0
2002,Northern Africa,146.0,118085.0,201500.0,0.0
2002,Northern America,26.0,145750.0,1013000.0,200500.0
2002,Northern Europe,1.0,1050.0,0.0,0.0
2002,South America,243.0,494762.0,319000.0,40000.0
2002,South-Eastern Asia,673.0,7138878.0,473469.0,200000.0
2002,Southern Africa,16.0,2500.0,0.0,0.0
2002,Southern Asia,926.0,44216745.0,113862.0,0.0
2002,Southern Europe,26.0,81574.0,830423.0,30000.0
2002,Western Africa,59.0,231219.0,40979.0,0.0
2002,Western Asia,106.0,3260.0,0.0,0.0
2002,Western Europe,61.0,395880.0,15190000.0,2598000.0
2003,Australia and New Zealand,1.0,470.0,77000.0,0.0
2003,Caribbean,74.0,218465.0,44720.0,0.0
2003,Central America,17.0,57400.0,20000.0,0.0
2003,Central Asia,6.0,975.0,20000.0,0.0
2003,Eastern Africa,257.0,744588.0,350000.0,0.0
2003,Eastern Asia,700.0,154370300.0,15336910.0,0.0
2003,Eastern Europe,3.0,1200.0,0.0,0.0
2003,Middle Africa,16.0,0.0,0.0,0.0
2003,Northern Africa,108.0,362000.0,184000.0,0.0
2003,Northern America,28.0,5670.0,158000.0,0.0
2003,Polynesia,6.0,0.0,50000.0,0.0
2003,South America,459.0,318250.0,1332210.0,0.0
2003,South-Eastern Asia,562.0,972328.0,131400.0,63000.0
2003,Southern Africa,3.0,12500.0,0.0,0.0
2003,Southern Asia,1580.0,10114662.0,198838.0,0.0
2003,Southern Europe,5.0,6586.0,1405000.0,100000.0
2003,Western Africa,40.0,241277.0,2570.0,0.0
2003,Western Asia,35.0,60000.0,55000.0,0.0
2003,Western Europe,10.0,27000.0,1500000.0,1010000.0
2004,Australia and New Zealand,7.0,8970.0,297500.0,70000.0
2004,Caribbean,3353.0,39040.0,0.0,0.0
2004,Central America,56.0,29854.0,3600.0,0.0
2004,Central Asia,0.0,400000.0,12000.0,0.0
2004,Eastern Africa,107.0,323885.0,0.0,0.0
2004,Eastern Asia,506.0,42730171.0,3962095.0,282000.0
2004,Eastern Europe,29.0,35862.0,56759.0,16000.0
2004,Melanesia,0.0,10600.0,0.0,0.0
2004,Middle Africa,31.0,332000.0,0.0,0.0
2004,Northern Africa,22.0,27545.0,0.0,0.0
2004,Northern America,1.0,6340.0,705500.0,480000.0
2004,Northern Europe,0.0,1000.0,96000.0,0.0
2004,South America,193.0,557162.0,370.0,0.0
2004,South-Eastern Asia,179.0,591232.0,253000.0,0.0
2004,Southern Africa,0.0,29960.0,0.0,0.0
2004,Southern Asia,2361.0,70975300.0,4976000.0,0.0
2004,Southern Europe,0.0,381100.0,18058.0,0.0
2004,Western Africa,107.0,29300.0,0.0,0.0
2004,Western Asia,30.0,8500.0,2156.0,0.0
2005,Australia and New Zealand,3.0,3000.0,130000.0,101000.0
2005,Caribbean,20.0,15528.0,0.0,0.0
2005,Central America,105.0,26330.0,32000.0,0.0
2005,Central Asia,11.0,31267.0,60322.0,0.0
2005,Eastern Africa,296.0,395691.0,6720.0,0.0
2005,Eastern Asia,805.0,34500352.0,4722860.0,0.0
2005,Eastern Europe,144.0,95454.0,1849420.0,0.0
2005,Melanesia,1.0,2493.0,0.0,0.0
2005,Middle Africa,4.0,0.0,0.0,0.0
2005,Northern Africa,17.0,156070.0,7256.0,0.0
2005,Northern America,57.0,23850.0,1087330.0,786000.0
2005,Northern Europe,0.0,400.0,0.0,0.0
2005,South America,363.0,952179.0,526100.0,0.0
2005,South-Eastern Asia,456.0,1137632.0,272515.0,0.0
2005,Southern Asia,3281.0,36889173.0,6220000.0,1000000.0
2005,Southern Europe,5.0,7795.0,5000.0,0.0
2005,Western Africa,80.0,73500.0,147.0,0.0
2005,Western Asia,92.0,5765.0,0.0,0.0
2005,Western Europe,14.0,8060.0,3020000.0,1705000.0
2006,Australia and New Zealand,0.0,2300.0,3000.0,0.0
2006,Caribbean,14.0,31190.0,0.0,0.0
2006,Central America,15.0,6640.0,8000.0,0.0
2006,Eastern Africa,1298.0,1716530.0,3200.0,0.0
2006,Eastern Asia,799.0,14633240.0,1803630.0,0.0
2006,Eastern Europe,60.0,69216.0,156266.0,0.0
2006,Melanesia,5.0,624.0,500.0,0.0
2006,Middle Africa,59.0,9370.0,0.0,0.0
2006,Northern Africa,45.0,223100.0,1200.0,0.0
2006,Northern America,41.0,77950.0,1478500.0,463500.0
2006,South America,232.0,696915.0,206800.0,0.0
2006,South-Eastern Asia,1175.0,4192476.0,187397.0,0.0
2006,Southern Africa,17.0,9460.0,224490.0,0.0
2006,Southern Asia,1915.0,3808350.0,3409000.0,407000.0
2006,Southern Europe,1.0,41030.0,5659.0,0.0
2006,Western Africa,52.0,21810.0,0.0,0.0
2006,Western Asia,115.0,123490.0,318300.0,0.0
2006,Western Europe,0.0,4516.0,0.0,0.0
2007,Australia and New Zealand,9.0,5000.0,1300000.0,680000.0
2007,Caribbean,73.0,126850.0,0.0,0.0
2007,Central America,72.0,1721725.0,3080000.0,700000.0
2007,Central Asia,22.0,18029.0,200.0,0.0
2007,Eastern Africa,233.0,2942663.0,171080.0,0.0
2007,Eastern Asia,1645.0,112052600.0,5323155.0,0.0
2007,Eastern Europe,24.0,19320.0,25752.0,0.0
2007,Melanesia,6.0,900.0,37000.0,0.0
2007,Middle Africa,161.0,240500.0,0.0,0.0
2007,Northern Africa,248.0,372800.0,343061.0,0.0
2007,Northern America,80.0,9270.0,728000.0,450000.0
2007,Northern Europe,14.0,340200.0,8448000.0,6299000.0
2007,South America,431.0,3987697.0,800000.0,0.0
2007,South-Eastern Asia,815.0,2111082.0,2738100.0,450000.0
2007,Southern Africa,7.0,53000.0,0.0,0.0
2007,Southern Asia,4362.0,53071942.0,841719.0,0.0
2007,Southern Europe,7.0,18486.0,400000.0,50000.0
2007,Western Africa,287.0,822281.0,0.0,0.0
2007,Western Asia,109.0,5750.0,0.0,0.0
2007,Western Europe,2.0,100.0,350000.0,280000.0
2008,Australia and New Zealand,7.0,8400.0,2065000.0,1545000.0
2008,Caribbean,0.0,20000.0,0.0,0.0
2008,Central America,192.0,764168.0,19697.0,0.0
2008,Central Asia,1.0,13000.0,130000.0,0.0
2008,Eastern Africa,260.0,316978.0,0.0,0.0
2008,Eastern Asia,367.0,7239000.0,2392000.0,120000.0
2008,Eastern Europe,46.0,239725.0,1000000.0,0.0
2008,Melanesia,0.0,75300.0,0.0,0.0
2008,Micronesia,0.0,600.0,0.0,0.0
2008,Middle Africa,31.0,113400.0,0.0,0.0
2008,Northern Africa,149.0,171791.0,348000.0,0.0
2008,Northern America,44.0,11034900.0,10002000.0,400000.0
2008,Northern Europe,8.0,3300.0,50000.0,0.0
2008,South America,387.0,3990732.0,2133000.0,470000.0
2008,South-Eastern Asia,430.0,4442970.0,552154.0,0.0
2008,Southern Africa,53.0,71500.0,1264.0,0.0
2008,Southern Asia,1886.0,13509075.0,248029.0,0.0
2008,Southern Europe,11.0,372.0,278000.0,0.0
2008,Western Africa,41.0,321780.0,0.0,0.0
2008,Western Asia,94.0,25000.0,400000.0,0.0
2009,Australia and New Zealand,7.0,9200.0,150000.0,12000.0
2009,Caribbean,28.0,17361.0,52403.0,0.0
2009,Central America,28.0,162103.0,0.0,0.0
2009,Central Asia,21.0,15000.0,1000.0,0.0
2009,Eastern Africa,127.0,820189.0,0.0,0.0
2009,Eastern Asia,235.0,45241000.0,1373094.0,0.0
2009,Eastern Europe,25.0,14600.0,250000.0,0.0
2009,Melanesia,33.0,18506.0,43247.0,0.0
2009,Middle Africa,69.0,232120.0,0.0,0.0
2009,Northern Africa,114.0,120955.0,0.0,0.0
2009,Northern America,11.0,9200.0,666000.0,200000.0
2009,Northern Europe,3.0,3900.0,484000.0,333000.0
2009,South America,284.0,2252052.0,600820.0,0.0
2009,South-Eastern Asia,243.0,2060936.0,29314.0,0.0
2009,Southern Africa,106.0,374956.0,0.0,0.0
2009,Southern Asia,1807.0,7201224.0,2514000.0,56000.0
2009,Southern Europe,35.0,13990.0,20000.0,0.0
2009,Western Africa,240.0,1009668.0,150000.0,0.0
2009,Western Asia,210.0,43100.0,1450000.0,250000.0
2009,Western Europe,1.0,0.0,220000.0,0.0
2010,Australia and New Zealand,35.0,186000.0,7409000.0,2548000.0
2010,Caribbean,51.0,59285.0,0.0,0.0
2010,Central America,296.0,1139878.0,16000.0,0.0
2010,Central Asia,119.0,31822.0,238576.0,0.0
2010,Eastern Africa,229.0,350164.0,0.0,0.0
2010,Eastern Asia,1921.0,140249785.0,18171000.0,61000.0
2010,Eastern Europe,91.0,217741.0,5071888.0,0.0
2010,Melanesia,2.0,16016.0,0.0,0.0
2010,Middle Africa,65.0,325739.0,0.0,0.0
2010,Northern Africa,105.0,386850.0,29000.0,0.0
2010,Northern America,20.0,1000.0,0.0,0.0
2010,Northern Europe,4.0,0.0,0.0,0.0
2010,South America,882.0,3436732.0,1972000.0,14000.0
2010,South-Eastern Asia,1025.0,13360252.0,1190789.0,0.0
2010,Southern Africa,8.0,110000.0,0.0,0.0
2010,Southern Asia,3138.0,25130988.0,11754000.0,100000.0
2010,Southern Europe,51.0,62350.0,1517000.0,70000.0
2010,Western Africa,232.0,2977818.0,30176.0,0.0
2010,Western Asia,51.0,70085.0,0.0,0.0
2010,Western Europe,31.0,690.0,1738146.0,1070000.0
2011,Australia and New Zealand,0.0,217.0,0.0,0.0
2011,Caribbean,40.0,15905.0,0.0,0.0
2011,Central America,225.0,1538303.0,1061913.0,0.0
2011,Central Asia,2.0,14368.0,67000.0,0.0
2011,Eastern Africa,126.0,413947.0,0.0,0.0
2011,Eastern Asia,760.0,93442093.0,10756130.0,195000.0
2011,Eastern Europe,0.0,14169.0,21015.0,0.0
2011,Middle Africa,130.0,99519.0,0.0,0.0
2011,Northern Africa,10.0,750.0,779000.0,0.0
2011,Northern America,22.0,27100.0,7400000.0,743000.0
2011,Northern Europe,2.0,600.0,325000.0,165000.0
2011,South America,1392.0,3589792.0,3358000.0,91000.0
2011,South-Eastern Asia,1631.0,15974916.0,41261489.0,10000000.0
2011,Southern Africa,174.0,705000.0,223000.0,0.0
2011,Southern Asia,1358.0,19213054.0,4657000.0,0.0
2011,Southern Europe,17.0,2400.0,545000.0,14000.0
2011,Western Africa,232.0,179909.0,4500.0,0.0
2011,Western Asia,32.0,1750.0,300000.0,80000.0
2011,Western Europe,10.0,2300.0,0.0,0.0
2012,Australia and New Zealand,4.0,16000.0,588000.0,277000.0
2012,Caribbean,44.0,32394.0,0.0,0.0
2012,Central America,21.0,48439.0,2000.0,0.0
2012,Central Asia,0.0,25956.0,760.0,0.0
2012,Eastern Africa,127.0,474752.0,105000.0,1000.0
2012,Eastern Asia,746.0,33168080.0,16398633.0,479000.0
2012,Eastern Europe,184.0,75347.0,621400.0,30000.0
2012,Melanesia,20.0,224381.0,116000.0,0.0
2012,Middle Africa,66.0,717026.0,12000.0,0.0
2012,Northern Africa,151.0,292000.0,0.0,0.0
2012,Northern America,2.0,1800.0,208000.0,0.0
2012,Northern Europe,8.0,3785.0,2946000.0,813000.0
2012,South America,142.0,609120.0,373100.0,0.0
2012,South-Eastern Asia,248.0,5003190.0,105330.0,5000.0
2012,Southern Africa,13.0,125650.0,200000.0,0.0
2012,Southern Asia,1217.0,15153391.0,2746200.0,0.0
2012,Southern Europe,15.0,14800.0,675000.0,260000.0
2012,Western Africa,495.0,7642952.0,694115.0,0.0
2012,Western Asia,41.0,101500.0,3000.0,0.0
2013,Caribbean,26.0,38096.0,153102.0,15000.0
2013,Central America,40.0,14149.0,0.0,0.0
2013,Eastern Africa,423.0,658135.0,73300.0,0.0
2013,Eastern Asia,693.0,8397633.0,16600600.0,406000.0
2013,Eastern Europe,31.0,1389865.0,1860552.0,385866.0
2013,Melanesia,0.0,45227.0,2000.0,0.0
2013,Middle Africa,9.0,34798.0,0.0,0.0
2013,Northern Africa,191.0,1083000.0,7000.0,0.0
2013,Northern America,35.0,129325.0,7977000.0,1850000.0
2013,Northern Europe,2.0,600.0,1500000.0,0.0
2013,South America,345.0,1357543.0,1850000.0,163000.0
2013,South-Eastern Asia,653.0,12972896.0,6521288.0,400000.0
2013,Southern Africa,12.0,18710.0,0.0,0.0
2013,Southern Asia,7139.0,5015385.0,2864000.0,500000.0
2013,Southern Europe,19.0,11211.0,780000.0,0.0
2013,Western Africa,113.0,559496.0,66724.0,0.0
2013,Western Asia,95.0,87603.0,0.0,0.0
2013,Western Europe,10.0,8550.0,14555000.0,2035000.0
2014,Caribbean,14.0,30300.0,0.0,0.0
2014,Central America,13.0,83461.0,1400.0,0.0
2014,Central Asia,25.0,15460.0,2000.0,0.0
2014,Eastern Africa,146.0,137235.0,24000.0,0.0
2014,Eastern Asia,490.0,23157500.0,9669000.0,0.0
2014,Eastern Europe,30.0,36817.0,395000.0,0.0
2014,Melanesia,47.0,79000.0,24000.0,0.0
2014,Micronesia,0.0,580.0,0.0,0.0
2014,Middle Africa,154.0,250000.0,15000.0,0.0
2014,Northern Africa,50.0,266000.0,0.0,0.0
2014,Northern America,2.0,108900.0,1819000.0,677000.0
2014,Northern Europe,0.0,540.0,624000.0,530000.0
2014,South America,200.0,1149592.0,270000.0,0.0
2014,South-Eastern Asia,173.0,1437637.0,1224000.0,20000.0
2014,Southern Africa,43.0,7585.0,85000.0,0.0
2014,Southern Asia,1898.0,12273645.0,18679000.0,150000.0
2014,Southern Europe,98.0,1080476.0,3321842.0,0.0
2014,Western Africa,97.0,175578.0,2000.0,0.0
2014,Western Asia,0.0,12000.0,0.0,0.0
2014,Western Europe,14.0,4000.0,303000.0,242000.0
2015,Australia and New Zealand,7.0,500.0,671000.0,0.0
2015,Caribbean,11.0,75939.0,0.0,0.0
2015,Central America,11.0,105052.0,0.0,0.0
2015,Central Asia,2.0,23472.0,5300.0,0.0
2015,Eastern Africa,668.0,2195371.0,403000.0,0.0
2015,Eastern Asia,364.0,1380981.0,8392000.0,650000.0
2015,Eastern Europe,7.0,3000.0,5800.0,0.0
2015,Melanesia,0.0,20000.0,0.0,0.0
2015,Middle Africa,128.0,223560.0,0.0,0.0
2015,Northern Africa,32.0,35000.0,0.0,0.0
2015,Northern America,98.0,28600.0,3402000.0,1700000.0
2015,Northern Europe,0.0,48000.0,1200000.0,1000000.0
2015,South America,260.0,1280421.0,1502000.0,500000.0
2015,South-Eastern Asia,273.0,2022301.0,568200.0,0.0
2015,Southern Asia,1306.0,19378278.0,3557000.0,755000.0
2015,Southern Europe,26.0,149700.0,363000.0,0.0
2015,Western Africa,153.0,272230.0,68000.0,0.0
2015,Western Asia,138.0,80320.0,25000.0,0.0
2015,Western Europe,20.0,0.0,924000.0,652000.0
2016,Australia and New Zealand,1.0,580.0,50000.0,0.0
2016,Caribbean,68.0,2901050.0,8500.0,0.0
2016,Central America,31.0,500500.0,25000.0,0.0
2016,Central Asia,4.0,12750.0,0.0,0.0
2016,Eastern Africa,337.0,809942.0,2700.0,0.0
2016,Eastern Asia,1375.0,61915415.0,31854000.0,572000.0
2016,Eastern Europe,8.0,14478.0,12000.0,0.0
2016,Melanesia,0.0,6600.0,0.0,0.0
2016,Middle Africa,163.0,7372.0,0.0,0.0
2016,Northern Africa,171.0,112000.0,0.0,0.0
2016,Northern America,54.0,91300.0,15150000.0,4033000.0
2016,South America,78.0,195999.0,1317000.0,50000.0
2016,South-Eastern Asia,270.0,6089686.0,557650.0,0.0
2016,Southern Africa,13.0,7500.0,280000.0,146000.0
2016,Southern Asia,1591.0,4031237.0,2866000.0,148000.0
2016,Southern Europe,35.0,47427.0,356000.0,0.0
2016,Western Africa,142.0,186536.0,0.0,0.0
2016,Western Asia,43.0,30665.0,0.0,0.0
2016,Western Europe,13.0,0.0,4400000.0,2130000.0
2017,Australia and New Zealand,0.0,2200.0,71000.0,65000.0
2017,Caribbean,31.0,50000.0,0.0,0.0
2017,Central America,28.0,104894.0,0.0,0.0
2017,Central Asia,0.0,7700.0,0.0,0.0
2017,Eastern Africa,50.0,80921.0,0.0,0.0
2017,Eastern Asia,273.0,12296110.0,9174100.0,390000.0
2017,Eastern Europe,0.0,15721.0,0.0,0.0
2017,Middle Africa,119.0,42890.0,2000.0,0.0
2017,Northern Africa,25.0,29935.0,0.0,0.0
2017,Northern America,32.0,19413.0,1900000.0,1020000.0
2017,Northern Europe,0.0,370.0,0.0,0.0
2017,Polynesia,0.0,4500.0,2000.0,0.0
2017,South America,259.0,2388727.0,3304000.0,380000.0
2017,South-Eastern Asia,365.0,6175269.0,1515155.0,31000.0
2017,Southern Africa,3.0,5952.0,0.0,0.0
2017,Southern Asia,1955.0,33012231.0,4227000.0,111000.0
2017,Southern Europe,24.0,28000.0,133900.0,48000.0
2017,Western Africa,115.0,1259929.0,10000.0,0.0
2017,Western Asia,57.0,869.0,0.0,0.0
2017,Western Europe,1.0,760.0,0.0,0.0
2018,Australia and New Zealand,0.0,700.0,36400.0,0.0
2018,Caribbean,0.0,157790.0,3700.0,0.0
2018,Central America,37.0,229168.0,0.0,0.0
2018,Central Asia,6.0,6125.0,0.0,0.0
2018,Eastern Africa,228.0,1010946.0,479100.0,0.0
2018,Eastern Asia,638.0,5787969.0,14094972.0,2400000.0
2018,Eastern Europe,10.0,68272.0,10000.0,0.0
2018,Middle Africa,59.0,3000.0,0.0,0.0
2018,Northern Africa,65.0,146255.0,36000.0,0.0
2018,Northern America,7.0,5596.0,775000.0,0.0
2018,South America,41.0,193670.0,53000.0,0.0
2018,South-Eastern Asia,331.0,660040.0,48000.0,0.0
2018,Southern Africa,0.0,4225.0,0.0,0.0
2018,Southern Asia,964.0,23414681.0,3030980.0,0.0
2018,Southern Europe,23.0,1504.0,150000.0,31000.0
2018,Western Africa,390.0,2205345.0,275000.0,0.0
2018,Western Asia,68.0,27643.0,10000.0,0.0
2018,Western Europe,14.0,4150.0,712000.0,405000.0
2019,Australia and New Zealand,3.0,9900.0,2000000.0,635000.0
2019,Caribbean,14.0,4280.0,0.0,0.0
2019,Central America,12.0,642.0,0.0,0.0
2019,Central Asia,4.0,6750.0,0.0,0.0
2019,Eastern Africa,499.0,2388013.0,0.0,0.0
2019,Eastern Asia,380.0,4888870.0,6705000.0,700000.0
2019,Eastern Europe,63.0,50362.0,486000.0,0.0
2019,Melanesia,2.0,0.0,0.0,0.0
2019,Middle Africa,114.0,670166.0,0.0,0.0
2019,Northern Africa,109.0,1307498.0,7100.0,0.0
2019,Northern America,11.0,36100.0,10800000.0,2710000.0
2019,Northern Europe,1.0,100.0,0.0,142000.0
2019,South America,292.0,1020433.0,0.0,0.0
2019,South-Eastern Asia,548.0,2226268.0,1363000.0,0.0
2019,Southern Africa,98.0,4500.0,50000.0,0.0
2019,Southern Asia,2739.0,21410909.0,12859000.0,400000.0
2019,Southern Europe,19.0,17169.0,2558000.0,684000.0
2019,Western Africa,163.0,446604.0,0.0,0.0
2019,Western Asia,82.0,343150.0,0.0,10000.0
2019,Western Europe,8.0,1100.0,0.0,0.0
2020,Australia and New Zealand,1.0,2700.0,1300000.0,0.0
2020,Central America,47.0,133020.0,0.0,0.0
2020,Central Asia,6.0,105690.0,0.0,0.0
2020,Eastern Africa,589.0,4547831.0,10000.0,0.0
2020,Eastern Asia,576.0,14651225.0,28021700.0,1850000.0
2020,Eastern Europe,7.0,56801.0,238861.0,0.0
2020,Melanesia,19.0,60900.0,0.0,0.0
2020,Middle Africa,139.0,381358.0,0.0,0.0
2020,Northern Africa,201.0,1977000.0,326000.0,0.0
2020,Northern America,2.0,25936.0,3575000.0,0.0
2020,Northern Europe,0.0,480.0,0.0,0.0
2020,South America,222.0,90674.0,595000.0,0.0
2020,South-Eastern Asia,238.0,1817172.0,128100.0,0.0
2020,Southern Africa,3.0,1200.0,0.0,0.0
2020,Southern Asia,3655.0,9025515.0,15968000.0,800000.0
2020,Southern Europe,13.0,19173.0,128000.0,0.0
2020,Western Africa,349.0,516082.0,128000.0,0.0
2020,Western Asia,110.0,190410.0,985000.0,0.0
2020,Western Europe,2.0,905.0,53000.0,0.0
2021,Australia and New Zealand,2.0,7380.0,2110000.0,410000.0
2021,Caribbean,10.0,13380.0,0.0,0.0
2021,Central America,39.0,70893.0,0.0,0.0
2021,Central Asia,7.0,18000.0,9000.0,0.0
2021,Eastern Africa,43.0,607266.0,0.0,0.0
2021,Eastern Asia,385.0,5907076.0,27261000.0,0.0
2021,Eastern Europe,10.0,28761.0,108000.0,0.0
2021,Middle Africa,64.0,263573.0,0.0,0.0
2021,Northern Africa,93.0,806875.0,0.0,0.0
2021,Northern America,57.0,1480.0,4250000.0,0.0
2021,Northern Europe,0.0,13500.0,0.0,0.0
2021,South America,126.0,2461892.0,130000.0,0.0
2021,South-Eastern Asia,75.0,1823660.0,75000.0,0.0
2021,Southern Africa,31.0,801.0,75000.0,0.0
2021,Southern Asia,699.0,1602594.0,100000.0,0.0
2021,Southern Europe,1.0,256.0,0.0,0.0
2021,Western Africa,84.0,183811.0,0.0,0.0
2021,Western Asia,95.0,234660.0,100000.0,0.0
2021,Western Europe,249.0,2490.0,0.0,5301930.0
